timestamp,time_seconds,meditation,calmness,awareness
2025-12-09T14:10:08.365154,1765307408.365154,58.291717529296875,53.1309700012207,78.93470001220703
2025-12-09T14:10:09.278601,1765307409.278601,58.03720474243164,52.988037109375,78.23387145996094
2025-12-09T14:10:10.225752,1765307410.225752,57.496707916259766,52.512596130371094,77.43315124511719
2025-12-09T14:10:11.139848,1765307411.1398478,56.50115203857422,51.25450897216797,77.48771667480469
2025-12-09T14:10:12.087388,1765307412.0873878,57.07636260986328,52.006935119628906,77.35406494140625
2025-12-09T14:10:13.023013,1765307413.023013,56.03712463378906,50.79415512084961,77.0090103149414
2025-12-09T14:10:13.954682,1765307413.9546816,57.94593048095703,53.55690383911133,75.50202941894531
2025-12-09T14:10:14.889871,1765307414.8898706,61.88279724121094,58.748924255371094,74.41828918457031
2025-12-09T14:10:15.838186,1765307415.8381858,63.679203033447266,60.31842041015625,77.12232971191406
2025-12-09T14:10:16.776933,1765307416.7769332,65.89811706542969,63.58173751831055,75.16361999511719
2025-12-09T14:10:17.702953,1765307417.7029526,62.94425964355469,59.97163009643555,74.83477020263672
2025-12-09T14:10:18.661560,1765307418.6615603,63.474456787109375,60.550819396972656,75.16901397705078
2025-12-09T14:10:19.611757,1765307419.611757,62.961971282958984,60.05785369873047,74.57844543457031
2025-12-09T14:10:20.506947,1765307420.5069468,64.72151947021484,62.42967987060547,73.88886260986328
2025-12-09T14:10:21.449536,1765307421.449536,62.56209182739258,59.821556091308594,73.52423858642578
2025-12-09T14:10:22.405100,1765307422.4050999,61.71760940551758,59.021209716796875,72.50320434570312
2025-12-09T14:10:23.338926,1765307423.3389258,62.922691345214844,60.48868942260742,72.65869903564453
2025-12-09T14:10:24.267186,1765307424.267186,60.965431213378906,58.10310745239258,72.41471862792969
2025-12-09T14:10:25.203945,1765307425.2039452,60.829891204833984,57.978004455566406,72.23744201660156
2025-12-09T14:10:26.156022,1765307426.1560223,60.87989807128906,57.999351501464844,72.40208435058594
2025-12-09T14:10:27.066861,1765307427.0668614,64.70527648925781,62.780311584472656,72.40512084960938
2025-12-09T14:10:28.010957,1765307428.0109575,65.05995178222656,63.425628662109375,71.59725189208984
2025-12-09T14:10:28.983357,1765307428.9833572,64.75288391113281,63.24981689453125,70.76513671875
2025-12-09T14:10:29.900744,1765307429.9007444,61.15843200683594,58.79706954956055,70.60387420654297
2025-12-09T14:10:30.836583,1765307430.8365827,61.62045669555664,59.5498046875,69.90306091308594
2025-12-09T14:10:31.765821,1765307431.765821,59.454811096191406,56.70652389526367,70.44795227050781
2025-12-09T14:10:32.714771,1765307432.7147713,55.61653137207031,51.96233367919922,70.23332214355469
2025-12-09T14:10:33.628392,1765307433.6283915,55.0695915222168,51.41831588745117,69.67469787597656
2025-12-09T14:10:34.578362,1765307434.5783625,55.238040924072266,51.649452209472656,69.59239196777344
2025-12-09T14:10:35.530380,1765307435.5303802,54.743778228759766,50.978485107421875,69.80494689941406
2025-12-09T14:10:36.465301,1765307436.465301,54.62464904785156,50.75556945800781,70.10095977783203
2025-12-09T14:10:37.393794,1765307437.3937938,54.429161071777344,50.33545684814453,70.8039779663086
2025-12-09T14:10:38.331845,1765307438.3318448,55.663658142089844,51.4937629699707,72.34324645996094
2025-12-09T14:10:39.278393,1765307439.278393,59.819969177246094,56.62042999267578,72.61811828613281
2025-12-09T14:10:40.192896,1765307440.192896,63.909210205078125,61.556182861328125,73.32132720947266
2025-12-09T14:10:41.146947,1765307441.1469471,69.00917053222656,67.90422058105469,73.42897033691406
2025-12-09T14:10:42.082515,1765307442.0825148,73.52130889892578,73.43060302734375,73.88412475585938
2025-12-09T14:10:43.025346,1765307443.0253456,76.19327545166016,76.70516204833984,74.14574432373047
2025-12-09T14:10:43.954838,1765307443.954838,76.50482177734375,77.09194946289062,74.15631866455078
2025-12-09T14:10:44.889213,1765307444.8892128,72.01834869384766,71.46627807617188,74.22661590576172
2025-12-09T14:10:45.841100,1765307445.8411002,70.51383972167969,69.70375061035156,73.75419616699219
2025-12-09T14:10:46.816185,1765307446.8161848,66.79667663574219,65.19505310058594,73.20318603515625
2025-12-09T14:10:47.704719,1765307447.7047188,66.54521179199219,65.20081329345703,71.92280578613281
2025-12-09T14:10:48.648913,1765307448.6489127,66.11437225341797,64.74153137207031,71.60572814941406
2025-12-09T14:10:49.616494,1765307449.616494,65.44837188720703,63.99360275268555,71.26744079589844
2025-12-09T14:10:50.521893,1765307450.5218928,62.614906311035156,60.65590286254883,70.45091247558594
2025-12-09T14:10:51.454948,1765307451.454948,59.10142517089844,56.52531051635742,69.40589141845703
2025-12-09T14:10:52.405020,1765307452.40502,54.8823127746582,51.226295471191406,69.50638580322266
2025-12-09T14:10:53.315304,1765307453.3153036,53.339134216308594,49.37041473388672,69.2140121459961
2025-12-09T14:10:54.286821,1765307454.2868211,57.74351119995117,55.01691436767578,68.64989471435547
2025-12-09T14:10:55.207261,1765307455.2072613,54.65462875366211,51.154457092285156,68.65531158447266
2025-12-09T14:10:56.176932,1765307456.176932,54.817195892333984,51.56361770629883,67.83151245117188
2025-12-09T14:10:57.077826,1765307457.0778263,55.30269241333008,52.019439697265625,68.43570709228516
2025-12-09T14:10:58.040599,1765307458.0405989,55.25837707519531,51.91600799560547,68.62785339355469
2025-12-09T14:10:58.977179,1765307458.9771788,55.602508544921875,52.3234977722168,68.71855163574219
2025-12-09T14:10:59.881082,1765307459.881082,58.10260772705078,55.30611038208008,69.28858947753906
2025-12-09T14:11:00.834092,1765307460.8340917,61.36578369140625,59.22406768798828,69.93264770507812
2025-12-09T14:11:01.796089,1765307461.7960894,66.14769744873047,65.20128631591797,69.93333435058594
2025-12-09T14:11:02.722592,1765307462.722592,67.44539642333984,66.75132751464844,70.22166442871094
2025-12-09T14:11:03.662637,1765307463.6626368,67.51285552978516,66.72605895996094,70.6600570678711
2025-12-09T14:11:04.594738,1765307464.5947382,72.2437515258789,72.52433013916016,71.1214370727539
2025-12-09T14:11:05.569961,1765307465.5699606,76.1881332397461,77.20874786376953,72.10567474365234
2025-12-09T14:11:06.442741,1765307466.442741,75.78412628173828,76.74803924560547,71.928466796875
2025-12-09T14:11:07.417816,1765307467.417816,75.81644439697266,76.79566192626953,71.89957427978516
2025-12-09T14:11:08.332331,1765307468.3323312,76.11687469482422,77.18598937988281,71.84040832519531
2025-12-09T14:11:09.343755,1765307469.3437545,76.31880950927734,77.45165252685547,71.7874526977539
2025-12-09T14:11:10.225980,1765307470.2259798,76.55303955078125,77.7239990234375,71.86921691894531
2025-12-09T14:11:11.146586,1765307471.1465862,77.080810546875,78.35731506347656,71.97480773925781
2025-12-09T14:11:12.092618,1765307472.0926178,77.14625549316406,78.42214965820312,72.04266357421875
2025-12-09T14:11:13.002815,1765307473.0028155,75.29839324951172,76.1067886352539,72.06481170654297
2025-12-09T14:11:13.949661,1765307473.9496615,73.7403564453125,74.30630493164062,71.4765625
2025-12-09T14:11:14.892927,1765307474.892927,71.09030151367188,71.13499450683594,70.91154479980469
2025-12-09T14:11:15.849036,1765307475.8490357,70.66584014892578,70.6952896118164,70.54803466796875
2025-12-09T14:11:16.758476,1765307476.7584763,70.98841094970703,71.15201568603516,70.3340072631836
2025-12-09T14:11:17.728102,1765307477.728102,70.41058349609375,70.4790267944336,70.1368179321289
2025-12-09T14:11:18.655759,1765307478.655759,70.47439575195312,70.5604019165039,70.13038635253906
2025-12-09T14:11:19.591719,1765307479.5917194,70.16798400878906,70.21614837646484,69.9753189086914
2025-12-09T14:11:20.518902,1765307480.5189023,68.4588623046875,68.16842651367188,69.62060546875
2025-12-09T14:11:21.520936,1765307481.5209365,68.90634155273438,68.72148132324219,69.64579772949219
2025-12-09T14:11:22.403926,1765307482.4039261,72.1043701171875,72.7901382446289,69.36131286621094
2025-12-09T14:11:23.321269,1765307483.3212688,74.38409423828125,75.53919982910156,69.76366424560547
2025-12-09T14:11:24.266204,1765307484.2662044,77.58070373535156,79.43498229980469,70.16358947753906
2025-12-09T14:11:25.209941,1765307485.2099414,79.12628936767578,81.31019592285156,70.39066314697266
2025-12-09T14:11:26.259614,1765307486.2596135,79.8734359741211,82.20066833496094,70.56450653076172
2025-12-09T14:11:27.075318,1765307487.075318,79.68708038330078,81.94625091552734,70.65040588378906
2025-12-09T14:11:28.072976,1765307488.0729756,80.02751159667969,82.25653076171875,71.1114501953125
2025-12-09T14:11:28.965280,1765307488.9652803,79.70252227783203,81.82748413085938,71.2026596069336
2025-12-09T14:11:29.896051,1765307489.896051,80.7337646484375,82.95942687988281,71.83112335205078
2025-12-09T14:11:30.827466,1765307490.8274658,79.61851501464844,81.38490295410156,72.55297088623047
2025-12-09T14:11:31.776175,1765307491.7761755,78.32935333251953,79.71269226074219,72.79598236083984
2025-12-09T14:11:32.739799,1765307492.7397993,75.50912475585938,76.20072937011719,72.74272155761719
2025-12-09T14:11:33.643512,1765307493.6435115,71.01885986328125,70.61275482177734,72.64328002929688
2025-12-09T14:11:34.607454,1765307494.6074536,70.0868911743164,69.50166320800781,72.42781829833984
2025-12-09T14:11:35.611384,1765307495.6113844,69.6173095703125,68.96287536621094,72.23506164550781
2025-12-09T14:11:36.454152,1765307496.454152,70.51128387451172,70.08218383789062,72.22769165039062
2025-12-09T14:11:37.389428,1765307497.3894281,70.63682556152344,70.35010528564453,71.78369903564453
2025-12-09T14:11:38.340665,1765307498.340665,71.5467529296875,71.46473693847656,71.87481689453125
2025-12-09T14:11:39.282379,1765307499.2823787,71.82969665527344,71.84159851074219,71.7820816040039
2025-12-09T14:11:40.224862,1765307500.2248616,72.622802734375,73.02332305908203,71.02070617675781
2025-12-09T14:11:41.151514,1765307501.1515136,73.29391479492188,73.91006469726562,70.82933044433594
2025-12-09T14:11:42.088259,1765307502.088259,75.18910217285156,76.25874328613281,70.91053771972656
2025-12-09T14:11:43.007516,1765307503.0075164,79.56846618652344,81.67024230957031,71.16136169433594
2025-12-09T14:11:43.952714,1765307503.9527144,79.62626647949219,81.66265869140625,71.480712890625
2025-12-09T14:11:44.901317,1765307504.9013166,78.58643341064453,80.11659240722656,72.4657974243164
2025-12-09T14:11:45.815847,1765307505.815847,75.155517578125,75.59451293945312,73.39952087402344
2025-12-09T14:11:46.774125,1765307506.774125,71.7346420288086,71.23298645019531,73.74127197265625
2025-12-09T14:11:47.716726,1765307507.7167256,68.76689910888672,67.41899108886719,74.15853118896484
2025-12-09T14:11:48.650630,1765307508.6506302,66.14739990234375,64.28215789794922,73.60836029052734
2025-12-09T14:11:49.580249,1765307509.5802486,66.13412475585938,64.27918243408203,73.55390930175781
2025-12-09T14:11:50.514769,1765307510.5147686,66.00222778320312,64.13621520996094,73.46629333496094
2025-12-09T14:11:51.489668,1765307511.4896677,66.03231811523438,64.21289825439453,73.30999755859375
2025-12-09T14:11:52.419434,1765307512.4194343,65.36068725585938,63.45048904418945,73.00146484375
2025-12-09T14:11:53.354870,1765307513.3548696,65.88594818115234,64.10685729980469,73.0022964477539
2025-12-09T14:11:54.274141,1765307514.2741406,63.60881423950195,61.53667449951172,71.89737701416016
2025-12-09T14:11:55.236232,1765307515.2362316,65.45313262939453,64.03288269042969,71.1341323852539
